district,chiefdom,name,region,urban/rural ,address,facility_type,ownership,facility_status,gps_altitude,gps_precision,imputed_lat_long,latitude,longitude,geometry,Population,Cell Towers,Courts,Schools,Financial Institutions,Health Facilities,Water Points
Kenema,Kenema,Konjo,East,Rural,Konjo,CHP,Govt,Open,252.0,5.0,False,8.270308495,-11.05379868,POINT (-11.05379868 8.270308495),609891,25,28,933,182,134,4280
Kenema,Kenema,Levuma,East,Rural,Levuma Town,CHP,Govt,Open,148.0,15.0,False,7.966826439,-11.31961536,POINT (-11.31961536 7.966826439),609891,25,28,933,182,134,4280
Kenema,Kenema,Sandaru,East,Rural,sandaru,CHP,Govt,Open,216.0,5.0,False,7.7706351279999994,-11.04148579,POINT (-11.04148579 7.770635127999999),609891,25,28,933,182,134,4280
Kenema,Kenema,Kpandebu,East,Rural,kpandebu,MCHP,Govt,Open,279.0,25.0,False,8.214129448,-11.07137489,POINT (-11.07137489 8.214129448),609891,25,28,933,182,134,4280
Kenema,Kenema,Mendekelema,East,Rural,mendekelema ,MCHP,Govt,Open,246.0,15.0,False,7.765808105,-10.97670937,POINT (-10.97670937 7.765808105),609891,25,28,933,182,134,4280
Kenema,Kenema,Talia,East,Rural,talia,MCHP,Govt,Open,279.0,5.0,False,8.049639702,-11.03138065,POINT (-11.03138065 8.049639702),609891,25,28,933,182,134,4280
Kenema,Kenema,Konta,North,Rural,konta Village,MCHP,Govt,Open,210.0,10.0,False,8.379755974,-11.33363342,POINT (-11.33363342 8.379755974),609891,25,28,933,182,134,4280
Kenema,Kenema,Ralph Mini Hospital,East,Urban,"NYANDEYAMA NEW SITE, KENEMA.                      ",HOSPITAL,Private,,,,True,7.945773186,-11.19561332,POINT (-11.19561332 7.945773186),609891,25,28,933,182,134,4280
Kenema,Kenema,Government Hospital,East,Urban,kenema,HOSPITAL,Govt,,,,True,7.945404407000001,-11.19404884,POINT (-11.19404884 7.945404407000001),609891,25,28,933,182,134,4280
Kenema,Kenema,Ahmadiyya Mission Hospital,East,Urban,99 HANGHA ROAD KENEMA,HOSPITAL,Mission,,,,True,7.946294772999999,-11.19642802,POINT (-11.19642802 7.946294772999999),609891,25,28,933,182,134,4280
Kenema,Kenema,Panguma Hospital,East,Rural,"punguma, lower bambara                            ",HOSPITAL,Mission,Open,333.0,10.0,False,8.184839249,-11.13696671,POINT (-11.13696671 8.184839248999999),609891,25,28,933,182,134,4280
Kenema,Kenema,Baama,East,Rural,BAMA ,CHC,Govt,Open,202.0,5.0,False,8.358401299,-11.33283043,POINT (-11.33283043 8.358401299000001),609891,25,28,933,182,134,4280
Kenema,Kenema,Baoma Oil Mill Chc,East,Rural,"GBORO SECTION, BAOMA OIL MILL  .                ",CHC,Govt,,,,True,7.945539788,-11.19660153,POINT (-11.19660153 7.945539788),609891,25,28,933,182,134,4280
Kenema,Kenema,Blama,East,Rural,BLAMA ,CHC,Govt,Open,153.0,5.0,False,7.871916294,-11.3465538,POINT (-11.3465538 7.871916294),609891,25,28,933,182,134,4280
Kenema,Kenema,Boajibu,East,Rural,NALENGA SECTION,CHC,Govt,Open,208.0,10.0,False,8.187487602000001,-11.3419199,POINT (-11.3419199 8.187487602000001),609891,25,28,933,182,134,4280
Kenema,Kenema,Dodo,East,Rural,Dodo ,CHC,Govt,Open,335.0,10.0,False,8.152107239,-11.17322063,POINT (-11.17322063 8.152107238999999),609891,25,28,933,182,134,4280
Kenema,Kenema,Gorahun,East,Rural,GORAHUN,CHC,Govt,Open,178.0,5.0,False,7.466687679,-11.23726273,POINT (-11.23726273 7.466687679),609891,25,28,933,182,134,4280
Kenema,Kenema,Hangha,East,Rural,"KARGBADO KANBIOMA SECTION,HANGHA TOWN.            ",CHC,Govt,Open,207.0,5.0,False,7.945253849,-11.1392765,POINT (-11.1392765 7.945253849),609891,25,28,933,182,134,4280
Kenema,Kenema,Kpandebu,East,Rural,Kpandebu,CHC,Govt,Open,279.0,25.0,False,8.214129448,-11.07137489,POINT (-11.07137489 8.214129448),609891,25,28,933,182,134,4280
Kenema,Kenema,Lowoma,East,Rural,"LOWOMA,LOWER BAMBARA                              ",CHC,Govt,Open,277.0,10.0,False,8.218471527,-10.99406719,POINT (-10.99406719 8.218471527),609891,25,28,933,182,134,4280
Kenema,Kenema,Mondema,East,Rural,Mondema ,CHC,Govt,Open,407.0,5.0,False,8.472593307,-11.43879032,POINT (-11.43879032 8.472593307),609891,25,28,933,182,134,4280
Kenema,Kenema,Nekabo,East,Rural,NEKABO,CHC,Govt,,,,True,7.946438197000001,-11.19542176,POINT (-11.19542176 7.946438197000001),609891,25,28,933,182,134,4280
Kenema,Kenema,Ngelehun,East,Rural,"KONA KPINDEBU SECTION, NGELEHUN.                  ",CHC,Govt,Open,214.0,15.0,False,8.010390282000001,-11.11366558,POINT (-11.11366558 8.010390282000001),609891,25,28,933,182,134,4280
Kenema,Kenema,Sendumei,East,Rural,SENDUMEI,CHC,Govt,Open,152.0,15.0,False,7.713732243,-11.38686943,POINT (-11.38686943 7.713732243),609891,25,28,933,182,134,4280
Kenema,Kenema,Talia,East,Rural,"DAKPIANA SECTION, TALIA                         ",CHC,Govt,Open,279.0,5.0,False,8.049639702,-11.03138065,POINT (-11.03138065 8.049639702),609891,25,28,933,182,134,4280
Kenema,Kenema,Tobanda,East,Rural,"TOBANDA, SMALL BO                                 ",CHC,Govt,Open,152.0,5.0,False,7.791435242,-11.36736774,POINT (-11.36736774 7.791435242),609891,25,28,933,182,134,4280
Kenema,Kenema,Tongo,East,Rural,TONGO,CHC,Govt,Open,268.0,5.0,False,8.215373039,-11.05805588,POINT (-11.05805588 8.215373038999999),609891,25,28,933,182,134,4280
Kenema,Kenema,Tungei,East,Rural,"TUNGEI, GORAMA MENDE CHIEFDOM                     ",CHC,Govt,,,,True,7.9469329360000005,-11.19554074,POINT (-11.19554074 7.946932936000001),609891,25,28,933,182,134,4280
Kenema,Kenema,Weima,East,Rural,Wima ,CHC,Govt,Open,182.0,20.0,False,8.167531967,-10.94599152,POINT (-10.94599152 8.167531967),609891,25,28,933,182,134,4280
Kenema,Kenema,Bambara Kaima,East,Rural,"famanjo section, Bambara kaima, Gorama Mende      ",CHP,Govt,,,,True,7.945646964,-11.19538604,POINT (-11.19538604 7.945646964),609891,25,28,933,182,134,4280
Kenema,Kenema,Bambawulo,East,Rural,"KONIA KPENDEBU SECTION, BAMBAWULO.                ",CHP,Govt,,,,True,7.944746141,-11.19624638,POINT (-11.19624638 7.944746141),609891,25,28,933,182,134,4280
Kenema,Kenema,Belebu,East,Rural, BELEBU,CHP,Govt,Open,169.0,5.0,False,7.60591839,-11.04271019,POINT (-11.04271019 7.60591839),609891,25,28,933,182,134,4280
Kenema,Kenema,Doujou,East,Rural,"DOUJOU, SMALL BO                                  ",CHP,Govt,Open,154.0,5.0,False,7.809744358,-11.41448975,POINT (-11.41448975 7.809744358),609891,25,28,933,182,134,4280
Kenema,Kenema,Faala,East,Rural,FAALA ,CHP,Govt,Open,325.0,5.0,False,8.286149979,-11.38174438,POINT (-11.38174438 8.286149978999999),609891,25,28,933,182,134,4280
Kenema,Kenema,Faama,East,Urban,Faama,CHP,Govt,Open,173.0,25.0,False,7.524670124,-10.99676991,POINT (-10.99676991 7.524670124),609891,25,28,933,182,134,4280
Kenema,Kenema,Fayeima,East,Rural,fayeima,CHP,Govt,,,,True,7.948602664,-11.19561825,POINT (-11.19561825 7.948602664),609891,25,28,933,182,134,4280
Kenema,Kenema,Gbado,East,Rural,sonnie section ,CHP,Govt,Open,195.0,10.0,False,8.010881423999999,-11.27770519,POINT (-11.27770519 8.010881423999999),609891,25,28,933,182,134,4280
Kenema,Kenema,Gbewubu,East,Rural,Gbewubu,CHP,Govt,,,,True,7.94749743,-11.19603511,POINT (-11.19603511 7.94749743),609891,25,28,933,182,134,4280
Kenema,Kenema,Giema,East,Rural,,CHP,Govt,Open,190.0,5.0,False,7.777503967,-11.14740181,POINT (-11.14740181 7.777503967),609891,25,28,933,182,134,4280
Kenema,Kenema,Joi,East,Rural,"JOI SECTION, BAOMA KOYA CHIEFDOM.                 ",CHP,Govt,,,,True,7.946156069,-11.19585492,POINT (-11.19585492 7.946156069),609891,25,28,933,182,134,4280
Kenema,Kenema,Jormu,East,Rural,"DAGBANYA,SECTION JORMU.                           ",CHP,Govt,Open,219.0,5.0,False,7.949092865,-11.05165195,POINT (-11.05165195 7.949092865),609891,25,28,933,182,134,4280
Kenema,Kenema,Military (Mi Room )Clinic,East,Urban,MILITARY M.I ROOM CLINIC,CHP,Govt,,,,True,7.945373676,-11.19615603,POINT (-11.19615603 7.945373676),609891,25,28,933,182,134,4280
Kenema,Kenema,Konjo,East,Rural,KONJO,CHP,Govt,Open,252.0,5.0,False,8.270308495,-11.05379868,POINT (-11.05379868 8.270308495),609891,25,28,933,182,134,4280
Kenema,Kenema,Konta,East,Rural,Konta,CHP,Govt,Open,210.0,10.0,False,8.379755974,-11.33363342,POINT (-11.33363342 8.379755974),609891,25,28,933,182,134,4280
Kenema,Kenema,Keptema,East,Rural,KEPTEMA ,CHP,Govt,,,,True,7.9442416520000005,-11.19467895,POINT (-11.19467895 7.944241652000001),609891,25,28,933,182,134,4280
Kenema,Kenema,Kundorma,East,Rural,"GOLAMA SECTION,KUNDORMA DODO CHIEFDOM.            ",CHP,Govt,,,,True,7.947499403999999,-11.19630877,POINT (-11.19630877 7.947499403999999),609891,25,28,933,182,134,4280
Kenema,Kenema,Mano Njegbla,East,Rural,MANO NJEGBLA ,CHP,Govt,,,,True,7.946443488,-11.19763099,POINT (-11.19763099 7.946443488),609891,25,28,933,182,134,4280
Kenema,Kenema,Mbowohun,East,Rural,sewoh section,CHP,Govt,Open,300.0,5.0,False,8.105768204,-11.21364975,POINT (-11.21364975 8.105768204),609891,25,28,933,182,134,4280
Kenema,Kenema,Ngegboiya,East,Rural," KORE SECTION, GORAMA MENDE, NGEGBOIYA  .       ",CHP,Govt,,,,True,7.945502939,-11.19727161,POINT (-11.19727161 7.945502939),609891,25,28,933,182,134,4280
Kenema,Kenema,Ngeiwahun,East,Rural,Ngeiwahun,CHP,Govt,,,,True,7.9447173289999995,-11.19680884,POINT (-11.19680884 7.944717328999999),609891,25,28,933,182,134,4280
Kenema,Kenema,Ngiehun Konjo,East,Rural,"NGIEHUN KONJO, MELEGOHUN                          ",CHP,Govt,,,,True,7.946139585,-11.19699864,POINT (-11.19699864 7.946139585),609891,25,28,933,182,134,4280
Kenema,Kenema,Punduru,East,Rural,"KAMANJO SECTION, PUNDURU, GOROMA MENDE CHIEFDOM   ",CHP,Govt,Open,157.0,40.0,False,8.483571053,-11.28989315,POINT (-11.28989315 8.483571053),609891,25,28,933,182,134,4280
Kenema,Kenema,Saama,East,Rural,Saama,CHP,Govt,Open,225.0,10.0,False,8.280978203,-11.00653744,POINT (-11.00653744 8.280978203),609891,25,28,933,182,134,4280
Kenema,Kenema,Samai Town,East,Urban,"SAMAI TOWN, KENEMA                                ",CHP,Govt,Open,193.0,5.0,False,7.8772096629999995,-11.165359500000001,POINT (-11.1653595 7.877209662999999),609891,25,28,933,182,134,4280
Kenema,Kenema,Sarabu,East,Rural,"SARABU SECTION,BAOMA KOYA CHIELFDOM.              ",CHP,Govt,,,,True,7.945428971,-11.19575108,POINT (-11.19575108 7.945428971),609891,25,28,933,182,134,4280
Kenema,Kenema,Sarabu,East,Rural,SARABU   SMALL BO,CHP,Govt,,,,True,7.944384812999999,-11.19604026,POINT (-11.19604026 7.944384812999999),609891,25,28,933,182,134,4280
Kenema,Kenema,Torpkombu,East,Rural,TORKPOMBU,CHP,Govt,,,,True,7.944675847999999,-11.19668124,POINT (-11.19668124 7.944675847999999),609891,25,28,933,182,134,4280
Kenema,Kenema,Yabaima,East,Rural,"yabaima, langrama                                 ",CHP,Govt,Open,141.0,25.0,False,7.640859604,-11.4760952,POINT (-11.4760952 7.640859604),609891,25,28,933,182,134,4280
Kenema,Kenema,Bambara,East,Rural,BAMBARA ,MCHP,Govt,Open,189.0,5.0,False,8.316370963999999,-11.34447765,POINT (-11.34447765 8.316370963999999),609891,25,28,933,182,134,4280
Kenema,Kenema,Bandawor,East,Rural,BANDAWOR,MCHP,Govt,Open,151.0,20.0,False,7.76149416,-11.36656189,POINT (-11.36656189 7.76149416),609891,25,28,933,182,134,4280
Kenema,Kenema,Bendoma,East,Rural,"BENDOMA, MALEGOHUN                                ",MCHP,Govt,Open,236.0,15.0,False,8.230556488,-10.89175987,POINT (-10.89175987 8.230556488),609891,25,28,933,182,134,4280
Kenema,Kenema,Bomie,East,Rural,"BOMIE, LOWER BAMBARA                              ",MCHP,Govt,Open,276.0,15.0,False,8.224945068,-11.05242729,POINT (-11.05242729 8.224945068),609891,25,28,933,182,134,4280
Kenema,Kenema,Bongor,East,Rural,"UPER KOYA SECTION,BAOMA KOYA CHIEFDOM             ",MCHP,Govt,Open,152.0,5.0,False,7.610011578,-11.28973293,POINT (-11.28973293 7.610011578),609891,25,28,933,182,134,4280
Kenema,Kenema,Burma,East,Urban,"GBO KAKAJAMA SECTION, KENEMA.                     ",MCHP,Govt,,,,True,7.946400392,-11.19551571,POINT (-11.19551571 7.946400392),609891,25,28,933,182,134,4280
Kenema,Kenema,Degbuama,East,Urban,Fonikoh ,MCHP,Govt,,,,True,7.94489451,-11.19633124,POINT (-11.19633124 7.94489451),609891,25,28,933,182,134,4280
Kenema,Kenema,Deima,East,Rural,DEIMA,MCHP,Govt,Open,173.0,10.0,False,7.978009701,-11.25938225,POINT (-11.25938225 7.978009701),609891,25,28,933,182,134,4280
Kenema,Kenema,Deima,East,Rural,Deima,MCHP,Govt,Open,173.0,10.0,False,7.978009701,-11.25938225,POINT (-11.25938225 7.978009701),609891,25,28,933,182,134,4280
Kenema,Kenema,Gbageima,East,Rural,"BUNDUYAMA SECTION,                                ",MCHP,Govt,,,,True,7.945772047,-11.19644194,POINT (-11.19644194 7.945772047),609891,25,28,933,182,134,4280
Kenema,Kenema,Gbo Kakajama,East,Urban,"KAKAJAMA SECTION BY SHEIK SHEIK DRIVE, KENEMA     ",MCHP,Govt,,,,True,7.944970313,-11.19534358,POINT (-11.19534358 7.944970313),609891,25,28,933,182,134,4280
Kenema,Kenema,Gbo Kakajama,East,Urban,"KALLAY STREET BY TEJAN STREET, KENEMA             ",MCHP,Govt,,,,True,7.945765912000001,-11.19637802,POINT (-11.19637802 7.945765912000001),609891,25,28,933,182,134,4280
Kenema,Kenema,Gbo Lambayama,East,Rural,GBO LAMBAYAMA,MCHP,Govt,,,,True,7.94592388,-11.1942699,POINT (-11.1942699 7.94592388),609891,25,28,933,182,134,4280
Kenema,Kenema,Gbo-Lambayama,East,Urban,"2 I.K MOHAMED STREET, BY HOTAGUA STREET, KENEMA   ",MCHP,Govt,,,,True,7.94451375,-11.19611377,POINT (-11.19611377 7.94451375),609891,25,28,933,182,134,4280
Kenema,Kenema,Gelehun,East,Rural,gelehun ,MCHP,Govt,Open,178.0,5.0,False,7.897565842000001,-11.3915081,POINT (-11.3915081 7.897565842000001),609891,25,28,933,182,134,4280
Kenema,Kenema,Gendema,East,Rural,"SONDHAI SECTION, GENDEMA WANDOR CHIEFDOM.         ",MCHP,Govt,Open,215.0,5.0,False,8.231780052000001,-11.34692669,POINT (-11.34692669 8.231780052000001),609891,25,28,933,182,134,4280
Kenema,Kenema,Guala,East,Rural,korgay section ,MCHP,Govt,,,,True,7.944675126,-11.19395286,POINT (-11.19395286 7.944675126),609891,25,28,933,182,134,4280
Kenema,Kenema,Helegombu,East,Rural,Helegombu,MCHP,Govt,Open,58.0,30.0,False,8.362705231,-10.87709808,POINT (-10.87709808 8.362705231),609891,25,28,933,182,134,4280
Kenema,Kenema,Jao,East,Rural,JAO,MCHP,Govt,,,,True,7.9452724020000005,-11.19472804,POINT (-11.19472804 7.945272402000001),609891,25,28,933,182,134,4280
Kenema,Kenema,Kamboma,East,Rural,Kamboma ,MCHP,Govt,,,,True,7.947140891,-11.19610414,POINT (-11.19610414 7.947140891),609891,25,28,933,182,134,4280
Kenema,Kenema,Kokoru,East,Rural, koKORU,MCHP,Govt,Open,197.0,5.0,False,7.629749297999999,-11.11640072,POINT (-11.11640072 7.629749297999999),609891,25,28,933,182,134,4280
Kenema,Kenema,Komende Luyaima,East,Rural,KOMENDELUYAIMA ,MCHP,Govt,,,,True,7.946250008,-11.19652603,POINT (-11.19652603 7.946250008),609891,25,28,933,182,134,4280
Kenema,Kenema,Konabu,East,Rural,Kanabu,MCHP,Govt,Open,212.0,25.0,False,7.895460606,-11.10350323,POINT (-11.10350323 7.895460606),609891,25,28,933,182,134,4280
Kenema,Kenema,Kondebortihun,East,Urban,"GBO LAMAYAMA SECTION, KONDEBORTHUN KENEMA.        ",MCHP,Govt,,,,True,7.9444002010000005,-11.19505737,POINT (-11.19505737 7.944400201000001),609891,25,28,933,182,134,4280
Kenema,Kenema,Konjo,East,Rural,"konjo, lower bambara                              ",MCHP,Govt,Open,252.0,5.0,False,8.270308495,-11.05379868,POINT (-11.05379868 8.270308495),609891,25,28,933,182,134,4280
Kenema,Kenema,Koyagema,East,Urban,"DAUDA TOWN, KOYAGBAMA SECTION, KENEMA             ",MCHP,Govt,,,,True,7.943876984,-11.19392012,POINT (-11.19392012 7.943876984),609891,25,28,933,182,134,4280
Kenema,Kenema,Kpandebu,East,Rural,Nyawa,MCHP,Govt,Open,279.0,25.0,False,8.214129448,-11.07137489,POINT (-11.07137489 8.214129448),609891,25,28,933,182,134,4280
Kenema,Kenema,Kpayama,East,Urban,Sinah Street ,MCHP,Govt,,,,True,7.945400141,-11.19611513,POINT (-11.19611513 7.945400141),609891,25,28,933,182,134,4280
Kenema,Kenema,Kpayama,East,Urban,Kpayama 1,MCHP,Govt,,,,True,7.946372946,-11.19567107,POINT (-11.19567107 7.946372946),609891,25,28,933,182,134,4280
Kenema,Kenema,Lango Town,East,Urban, Lango Town,MCHP,Govt,Open,192.0,10.0,False,7.860970497,-11.17255783,POINT (-11.17255783 7.860970497),609891,25,28,933,182,134,4280
Kenema,Kenema,Leliema,East,Rural,leliema ,MCHP,Govt,,,,True,7.94604396,-11.19577689,POINT (-11.19577689 7.94604396),609891,25,28,933,182,134,4280
Kenema,Kenema,London,East,Rural,"LONDON, SMALL BO                             ",MCHP,Govt,Open,161.0,20.0,False,7.867929459,-11.34030342,POINT (-11.34030342 7.867929459),609891,25,28,933,182,134,4280
Kenema,Kenema,Loppa,East,Rural,LOPPA,MCHP,Govt,Open,182.0,10.0,False,7.674669743,-11.2437849,POINT (-11.2437849 7.674669743),609891,25,28,933,182,134,4280
Kenema,Kenema,Majihun,East,Rural,MAJIHUN ,MCHP,Govt,Open,205.0,10.0,False,7.846313477000001,-11.1176548,POINT (-11.1176548 7.846313477000001),609891,25,28,933,182,134,4280
Kenema,Kenema,Masaahun,East,Rural,"DAKPANA SECTION, NONGOWA CHIEFDOWM                ",MCHP,Govt,,,,True,7.946477466,-11.19602396,POINT (-11.19602396 7.946477466),609891,25,28,933,182,134,4280
Kenema,Kenema,Mendekelema,East,Rural,MENDEKELEMA,MCHP,Govt,Open,246.0,15.0,False,7.765808105,-10.97670937,POINT (-10.97670937 7.765808105),609891,25,28,933,182,134,4280
Kenema,Kenema,Niahun Buima,East,Rural,niahun BUIMA ,MCHP,Govt,Open,218.0,25.0,False,7.989684105,-11.10171127,POINT (-11.10171127 7.989684105),609891,25,28,933,182,134,4280
Kenema,Kenema,Nyagbe - Bo,East,Rural,NYAGBE SMALL BO,MCHP,Govt,,,,True,7.946148166,-11.19766575,POINT (-11.19766575 7.946148166),609891,25,28,933,182,134,4280
Kenema,Kenema,Nyandeyama,East,Urban,"NYANDEYAMA, GBO LAAMBAYAMA SECTION KENEMA.        ",MCHP,Govt,,,,True,7.9456520489999996,-11.19646379,POINT (-11.19646379 7.945652049),609891,25,28,933,182,134,4280
Kenema,Kenema,Panderu,East,Rural,KARGBADO KANBIOMA SECTION,MCHP,Govt,Open,204.0,10.0,False,7.959428787,-11.13627338,POINT (-11.13627338 7.959428787),609891,25,28,933,182,134,4280
Kenema,Kenema,Patama,East,Rural,Patama,MCHP,Govt,Open,236.0,5.0,False,7.75756073,-11.07930374,POINT (-11.07930374 7.75756073),609891,25,28,933,182,134,4280
Kenema,Kenema,Pelewahun,East,Rural,Pelewahun,MCHP,Govt,Open,293.0,5.0,False,8.333616257000001,-11.06217861,POINT (-11.06217861 8.333616257000001),609891,25,28,933,182,134,4280
Kenema,Kenema,Perrie,East,Rural,Perrie,MCHP,Govt,Open,197.0,10.0,False,7.662146568,-11.07888031,POINT (-11.07888031 7.662146568),609891,25,28,933,182,134,4280
Kenema,Kenema,Potehun,East,Rural,DGBANYA SECTION,MCHP,Govt,Open,219.0,10.0,False,7.966780186,-11.07555485,POINT (-11.07555485 7.966780186),609891,25,28,933,182,134,4280
Kenema,Kenema,Sandaru Gaura,East,Rural,SANDARU GAURA,MCHP,Govt,,,,True,7.944341486,-11.19726602,POINT (-11.19726602 7.944341486),609891,25,28,933,182,134,4280
Kenema,Kenema,Sandeyema,East,Rural,"SANDEYEMA, LOWER BABAMRA                          ",MCHP,Govt,,,,True,7.944676576,-11.19644956,POINT (-11.19644956 7.944676576),609891,25,28,933,182,134,4280
Kenema,Kenema,Sembehun,East,Rural,SEMBEHUN GAURA ,MCHP,Govt,Open,166.0,10.0,False,8.020814896000001,-11.3278265,POINT (-11.3278265 8.020814896000001),609891,25,28,933,182,134,4280
Kenema,Kenema,Sembeima,East,Rural,"sembeima, lower bambara                           ",MCHP,Govt,Open,286.0,10.0,False,8.211030006,-11.02685642,POINT (-11.02685642 8.211030006),609891,25,28,933,182,134,4280
Kenema,Kenema,Semeiwabu,East,Rural,Semeiwabu,MCHP,Govt,,,,True,7.94552915,-11.19695992,POINT (-11.19695992 7.94552915),609891,25,28,933,182,134,4280
Kenema,Kenema,Tawahun,East,Rural,TAWAHUN ,MCHP,Govt,Open,214.0,5.0,False,7.863367557999999,-11.02922535,POINT (-11.02922535 7.863367557999999),609891,25,28,933,182,134,4280
Kenema,Kenema,Tikonko,East,Rural,TIKONKO ,MCHP,Govt,Open,175.0,10.0,False,7.685937881,-11.13983822,POINT (-11.13983822 7.685937881),609891,25,28,933,182,134,4280
Kenema,Kenema,Vaahun,East,Rural,"KONA FOIYA SECTION, VAAHUN, KENEMA                ",MCHP,Govt,Open,254.0,10.0,False,8.027478217999999,-11.00380611,POINT (-11.00380611 8.027478217999999),609891,25,28,933,182,134,4280
Kenema,Kenema,Venima,East,Rural," VENIMA, GAURA CHIEFDOM                           ",MCHP,Govt,Open,215.0,15.0,False,7.686268806,-11.11408997,POINT (-11.11408997 7.686268806),609891,25,28,933,182,134,4280
Kenema,Kenema,Woyama,East,Rural,WOYAMA,MCHP,Govt,Open,127.0,25.0,False,7.690746307,-11.47430229,POINT (-11.47430229 7.690746307),609891,25,28,933,182,134,4280
Kenema,Kenema,Sembehun,East,Rural,"BOLLEH SECTION,KANDU LEPPIAMA CHIFDOM.            ",MCHP,Govt,Open,166.0,10.0,False,8.020814896000001,-11.3278265,POINT (-11.3278265 8.020814896000001),609891,25,28,933,182,134,4280
Kenema,Kenema,Sierra Leone Red Cross,East,Urban,Maxwell kobe Street,CLINIC, NGO,,,,True,7.946002407999999,-11.19660062,POINT (-11.19660062 7.946002407999999),609891,25,28,933,182,134,4280
Kenema,Kenema,Friends For Life Clinic,East,Urban,"KPAYAMA SECTION, KENEMA                           ",CLINIC,Private,,,,True,7.945207661,-11.19623278,POINT (-11.19623278 7.945207661),609891,25,28,933,182,134,4280
Kenema,Kenema,Under Fives Clinic,East,Urban,KENEMA,CLINIC,Govt,,,,True,7.945536023,-11.19574738,POINT (-11.19574738 7.945536023),609891,25,28,933,182,134,4280
Kenema,Kenema,African Muslim Agency Clinic,East,Urban,"GBO KAKAJAMA SECTION, KENEMA.                     ",CLINIC,Mission,,,,True,7.945368376,-11.19538291,POINT (-11.19538291 7.945368376),609891,25,28,933,182,134,4280
Kenema,Kenema,Gao,East,,GAO,MCHP,,Open,149.0,10.0,False,7.715452194,-11.18868256,POINT (-11.18868256 7.715452194),609891,25,28,933,182,134,4280
Kenema,Kenema,Dama Surgery,East,,,HOSPITAL,,,,,True,7.946096128,-11.1946751,POINT (-11.1946751 7.946096128),609891,25,28,933,182,134,4280
Kenema,Kenema,Kornia Kpindema,East,,KORNIA KPINDEMA,CHP,,,,,True,7.943774811,-11.19438812,POINT (-11.19438812 7.943774811),609891,25,28,933,182,134,4280
Kenema,Kenema,Sembehun,East,,SEMBEHUN,MCHP,,Open,166.0,10.0,False,8.020814896000001,-11.3278265,POINT (-11.3278265 8.020814896000001),609891,25,28,933,182,134,4280
Kenema,Kenema,Sembehun,South,Rural,SEMBEHUN,CHC,Govt,Open,166.0,10.0,False,8.020814896000001,-11.3278265,POINT (-11.3278265 8.020814896000001),609891,25,28,933,182,134,4280
Kenema,Kenema,Saama,South,Rural,GALLINAS PERRI ,MCHP,Govt,Open,225.0,10.0,False,8.280978203,-11.00653744,POINT (-11.00653744 8.280978203),609891,25,28,933,182,134,4280
Kenema,Kenema,Baoma Koya,East,Rural,lower koya ,CHC,Govt,,,,True,7.946229077999999,-11.1975233,POINT (-11.1975233 7.946229077999999),609891,25,28,933,182,134,4280
Kenema,Kenema,Geigbwema,East,Rural,Geigbwema,CHC,Govt,,,,True,7.94694831,-11.1970292,POINT (-11.1970292 7.94694831),609891,25,28,933,182,134,4280
Kenema,Kenema,Joru,East,Urban,Joru ,CHC,Govt,Open,232.0,5.0,False,7.6923708920000005,-11.05511856,POINT (-11.05511856 7.692370892),609891,25,28,933,182,134,4280
Kenema,Kenema,Largo,East,Rural,Largo,CHC,Govt,Open,202.0,10.0,False,8.046141624,-11.10593224,POINT (-11.10593224 8.046141624000001),609891,25,28,933,182,134,4280
Kenema,Kenema,Levuma,East,Rural,"KARGA SECTION,KANDU LEEPPYIAMA CHIFEDOM.          ",CHC,Govt,Open,148.0,15.0,False,7.966826439,-11.31961536,POINT (-11.31961536 7.966826439),609891,25,28,933,182,134,4280
Bonthe,Bonthe,Benduma,South,Rural,Benduma village,MCHP,Govt,Open,-9.0,25.0,False,7.245747089,-12.01678181,POINT (-12.01678181 7.245747089),200781,10,15,310,82,61,1229
Bonthe,Bonthe,Yoni,North,Rural,YONI ,CHP,Govt,Open,36.0,5.0,False,7.47736648,-12.52584569,POINT (-12.52584569 7.47736648),200781,10,15,310,82,61,1229
Bonthe,Bonthe,Bonthe Government Hospital,South,Urban,BONTHE TOWN,HOSPITAL,Govt,Open,,,True,7.503815744,-12.28255742,POINT (-12.28255742 7.503815744),200781,10,15,310,82,61,1229
Bonthe,Bonthe,Mattru Ubc Hospital,South,Rural,Mattru,HOSPITAL,Mission,,,,True,7.5033884429999995,-12.28113771,POINT (-12.28113771 7.503388443),200781,10,15,310,82,61,1229
Bonthe,Bonthe,Industrial Hospital  - Sierra Rutile,South,Rural,INDUSTRIAL HOSPITAL CLINIC ,HOSPITAL, NGO,,,,True,7.50230336,-12.28215601,POINT (-12.28215601 7.50230336),200781,10,15,310,82,61,1229
Bonthe,Bonthe,Gbap,South,Rural,Gbap Village ,CHC,Govt,Open,32.0,5.0,False,7.37499646,-12.26290832,POINT (-12.26290832 7.37499646),200781,10,15,310,82,61,1229
Bonthe,Bonthe,Mattru,South,Urban,Mattru Town,CHC,Govt,Open,,,True,7.502775311000001,-12.28170015,POINT (-12.28170015 7.502775311000001),200781,10,15,310,82,61,1229
Bonthe,Bonthe,Mogbwemo,South,Rural,Mogbwemo ,CHC,Govt,,,,True,7.502832943,-12.27995817,POINT (-12.27995817 7.502832943),200781,10,15,310,82,61,1229
